(scrambled) Authors,Abstract Link,Authors,Cited-By Count,Cited-By Link,DOI,Date,EID,Funding Agency,Page Range,PubMed ID,Scopus ID,Scopus Link,SearchedAuthor,Source Title,Title,Type
Julia S. Yarrington;Jessica R. Gilbert;Allison C. Nugent;Carlos A. Zarate;Kathleen E. Wills,https://api.elsevier.com/content/abstract/scopus_id/85055321060,,2,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85055321060&origin=inward,10.1093/ijnp/pyy041,2018-01-01,2-s2.0-85055321060,,740-747,29668918.0,85055321060,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85055321060&origin=inward,Nugent,International Journal of Neuropsychopharmacology,Glutamatergic signaling drives ketamine-mediated response in depression: Evidence from dynamic causal modeling,Article
Maura L. Furey;Jessica L. Reed;Jennifer W. Evans;Allison C. Nugent;Carlos A. Zarate;Joanna E. Szczepanik,https://api.elsevier.com/content/abstract/scopus_id/85049802328,,4,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85049802328&origin=inward,10.1016/j.nicl.2018.07.006,2018-01-01,2-s2.0-85049802328,,92-101,30094160.0,85049802328,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85049802328&origin=inward,Nugent,NeuroImage: Clinical,Ketamine normalizes brain activity during emotionally valenced attentional processing in depression,Article
M. Okan Irfanoglu;Carlo Pierpaoli;Amritha Nayak;Joelle Sarlls,https://api.elsevier.com/content/abstract/scopus_id/85056086505,,0,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85056086505&origin=inward,10.1002/mrm.27577,2019-04-01,2-s2.0-85056086505,,2774-2787,30394561.0,85056086505,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85056086505&origin=inward,Pierpaoli,Magnetic Resonance in Medicine,Evaluating corrections for Eddy-currents and other EPI distortions in diffusion MRI: methodology and a dataset for benchmarking,Article
David G. Weissman;Daniel S. Pine;Jessica L. Jenness;Alexandra M. Rodman;Katie A. McLaughlin,https://api.elsevier.com/content/abstract/scopus_id/85068373371,,0,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85068373371&origin=inward,10.1016/j.biopsych.2019.04.033,2019-01-01,2-s2.0-85068373371,NARSAD,,,85068373371,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85068373371&origin=inward,Pine,Biological Psychiatry,Neurobiological Markers of Resilience to Depression Following Childhood Maltreatment: The Role of Neural Circuits Supporting the Cognitive Control of Emotion,Article
Ilan Wald;Gad Lubin;Adva Segal;Eyal Fruchter;Ariel Ben Yehuda;Daniel S. Pine;Yair Bar-Haim;Keren Ginat,https://api.elsevier.com/content/abstract/scopus_id/85063626687,,0,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85063626687&origin=inward,10.1017/S0033291719000539,2019-01-01,2-s2.0-85063626687,,,,85063626687,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85063626687&origin=inward,Pine,Psychological Medicine,Changes in the dynamic network structure of PTSD symptoms pre-to-post combat,Article
Natania A. Crane;Katie L. Bessette;Kristy A. Skerrett;Daniel S. Pine;Lisanne M. Jenkins;Jonathan P. Stange;Yi Shin Chang;Jon Kar Zubieta;Scott A. Langenecker;Samantha D. Corwin;Víctor G. Patrón;Alessandra M. Passarotti,https://api.elsevier.com/content/abstract/scopus_id/85051920438,,0,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85051920438&origin=inward,10.1016/j.jad.2018.07.082,2018-12-01,2-s2.0-85051920438,,371-380,30145507.0,85051920438,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85051920438&origin=inward,Pine,Journal of Affective Disorders,Differential engagement of cognitive control regions and subgenual cingulate based upon presence or absence of comorbid anxiety with depression,Article
Wen Ming Luh;Peter A. Bandettini;Monique Ernst;Daniel S. Pine;Dana Rosen;Brenda E. Benson;Sophia Frangou;Prantik Kundu;Ellen Leibenluft,https://api.elsevier.com/content/abstract/scopus_id/85051138382,,1,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85051138382&origin=inward,10.1523/JNEUROSCI.1864-17.2018,2018-04-04,2-s2.0-85051138382,,3559-3570,29487126.0,85051138382,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85051138382&origin=inward,Pine,Journal of Neuroscience,The integration of functional brain activity from adolescence to adulthood,Article
Judith Rapoport;Diane Broadnax;Adam Thomas;Siyuan Liu;Dale Zhou;Rebecca Berman;Xueping Zhou;Peter Gochman,https://api.elsevier.com/content/abstract/scopus_id/85057850353,,0,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85057850353&origin=inward,10.1016/j.schres.2018.07.023,2018-12-01,2-s2.0-85057850353,,431-432,30029830.0,85057850353,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85057850353&origin=inward,Rapoport,Schizophrenia Research,7 T MRI reveals hippocampal structural abnormalities associated with memory intrusions in childhood-onset schizophrenia,Letter
Martina Absinta;Daniel S. Reich,https://api.elsevier.com/content/abstract/scopus_id/85060215290,,1,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85060215290&origin=inward,10.1177/1352458518794082,2019-03-01,2-s2.0-85060215290,,330-331,,85060215290,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85060215290&origin=inward,Reich,Multiple Sclerosis Journal,Imaging of meningeal inflammation should become part of the routine MRI protocol – Yes,Article
Atef Badji;Virginie Callot;Govind Nair;Masaaki Hori;Russell Ouellette;Jan Hillert;Josefina Maranzano;Maria A. Rocca;Caterina Mainero;Dominique Eden;Sara M. Dupont;Yasuhiko Tachibana;Anne Kerbrat;Constantina Andrada Treaba;Benjamin De Leener;Julien Cohen-Adad;Jean Pelletier;Timothy M. Shepherd;Jason Talbott;Charley Gros;Jennifer Lefeuvre;Tobias Granberg;Rohit Bakshi;Kouhei Kamiya;Sridar Narayanan;Marios Yiannakas;Seth A. Smith;Erik Charlson;Shahamat Tauhid;Henitsoa Rasoanandrianina;Leszek Stawiarz;Hugh Kearney;Lydia Chougar;Paola Valsasina;Gilles Edan;Massimo Filippi;Bertrand Audoin;Ren Zhuoquiong;Pierre Labauge;Ferran Prados;Jean Christophe Brisset;Olga Ciccarelli;Yaou Liu;Daniel S. Reich;Elise Bannier,https://api.elsevier.com/content/abstract/scopus_id/85062529087,,2,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85062529087&origin=inward,10.1093/brain/awy352,2019-03-01,2-s2.0-85062529087,ARSEP,633-646,30715195.0,85062529087,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85062529087&origin=inward,Reich,Brain,Spatial distribution of multiple sclerosis lesions in the cervical spinal cord,Article
Peter A. Calabresi;Jonghye Woo;Jiwon Oh;Pascal Sati;Aaron Carass;Jerry L. Prince;Dzung L. Pham;Blake E. Dewey;Daniel S. Reich;Can Zhao,https://api.elsevier.com/content/abstract/scopus_id/85054053751,,0,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85054053751&origin=inward,10.1007/978-3-030-00928-1_12,2018-01-01,2-s2.0-85054053751,NINDS,100-108,,85054053751,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85054053751&origin=inward,Reich,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),A deep learning based anti-aliasing self super-resolution algorithm for MRI,Conference Paper
Peter A. Calabresi;Sinyeob Ahn;R. Todd Constable;William D. Rooney;Daniel Pelletier;Jiwon Oh;Nico Papinutto;John Grinstead;Govind Nair;Katherine Powers;Russell Shinohara;Nancy L. Sicotte;Rohit Bakshi;Ian Tagge;Daniel L. Schwartz;Daniel S. Reich;Roland G. Henry,https://api.elsevier.com/content/abstract/scopus_id/85060152881,,0,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85060152881&origin=inward,10.1002/jmri.26652,2019-01-01,2-s2.0-85060152881,,,,85060152881,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85060152881&origin=inward,Reich,Journal of Magnetic Resonance Imaging,Multisite reliability and repeatability of an advanced brain MRI protocol,
Daniel S. Pine;Argyris Stringaris;Ellen Leibenluft;Narun Pornpattananangkul,https://api.elsevier.com/content/abstract/scopus_id/85063004708,,2,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85063004708&origin=inward,10.1001/jamapsychiatry.2019.0020,2019-06-01,2-s2.0-85063004708,,624-633,30865236.0,85063004708,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85063004708&origin=inward,Stringaris,JAMA Psychiatry,Association between childhood anhedonia and alterations in large-scale resting-state networks and task-evoked activation,Article
Koen Bolhuis;Ryan L. Muetzel;Tonya White;Henning Tiemeier;Manon H.J. Hillegers;Steven A. Kushner;James J. Hudziak;Argyris Stringaris;Vincent W.V. Jaddoe,https://api.elsevier.com/content/abstract/scopus_id/85051521885,,2,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85051521885&origin=inward,10.1016/j.biopsych.2018.07.005,2019-02-15,2-s2.0-85051521885,,336-344,30119874.0,85051521885,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85051521885&origin=inward,Stringaris,Biological Psychiatry,Structural Brain Connectivity in Childhood Disruptive Behavior Problems: A Multidimensional Approach,Article
Hervé Lemaitre;Eleni Tzavara;Sarah Rodehacke;Andreas Heinz;Patricia Conrod;Robert Whelan;Yvonne Grimmer;Rüdiger Brühl;Charbel Massaad;Tobias Banaschewski;Gunter Schumann;Michael N. Smolka;Henrik Walter;Jani Penttilä;Argyris Stringaris;Frauke Nees;Tahmine Fadai;Gareth J. Barker;Arun L.W. Bokde;Hugh Garavan;Maren Struve;Marie Laure Paillère Martinot;Ruben Miranda;Eric Artiges;Dimitri Papadopoulos-Orfanos;Betteke M. Van Noort;Christian Büchel;Vincent Frouin;Robert Goodman;Uli Bromberg;Juergen Gallinat;Tomas Paus;Jean Luc Martinot;Hélène Vulser;Penny Gowland;Viola Kappel;Sylvane Desrivières;Herta Flor;Anna Cattrell;Luise Poustka,https://api.elsevier.com/content/abstract/scopus_id/85057593778,,0,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85057593778&origin=inward,10.1176/appi.ajp.2018.17070825,2018-12-01,2-s2.0-85057593778,,1255-1264,30111185.0,85057593778,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85057593778&origin=inward,Stringaris,American Journal of Psychiatry,Early variations in white matter microstructure and depression outcome in adolescents with subthreshold depression,Article
Melissa A. Brotman;Ellen Leibenluft;Pedro M. Pan;Daniel S. Pine;Ariela Kaiser;George A. Buzzell;Pablo Vidal-Ribas;Liana Meffert;Selina Wolke;Georgia O'Callaghan;Argyris Stringaris;Hanna Keren,https://api.elsevier.com/content/abstract/scopus_id/85056342442,,10,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85056342442&origin=inward,10.1176/appi.ajp.2018.17101124,2018-11-01,2-s2.0-85056342442,,1111-1120,29921146.0,85056342442,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85056342442&origin=inward,Stringaris,American Journal of Psychiatry,Reward processing in depression: A conceptual and meta-analytic review across fMRI and EEG studies,Article
Dimitri Papadopoulos Orfanos;Nora C. Vetter;Andreas Heinz;Frida Bayard;Bernd Ittermann;Patricia Conrod;Robert Whelan;Yvonne Grimmer;Gunter Schumann;Tobias Banaschewski;Betteke van Noort;Rita Almeida;Michael N. Smolka;Henrik Walter;Herta Flor;Charlotte Nymberg Thunell;Jani Penttilä;Argyris Stringaris;Gareth Barker;Frauke Nees;Tahmine Fadai;Arun L.W. Bokde;Hugh Garavan;Maren Struve;Marie Laure Paillère Martinot;Predrag Petrovic;Sylvane Desrivières;Tomáš Paus;Christian Büchel;Uli Bromberg;Jean Luc Martinot;Penny Gowland;Luise Poustka;Viola Kappel;Vincent Frouin;Christoph Abé;Erin Burke Quinlan,https://api.elsevier.com/content/abstract/scopus_id/85052304815,,1,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85052304815&origin=inward,10.1038/s41380-018-0202-6,2018-01-01,2-s2.0-85052304815,,,,85052304815,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85052304815&origin=inward,Stringaris,Molecular Psychiatry,Distinct brain structure and behavior related to ADHD and conduct disorder traits,
Leigh N. Sepeta;William D. Gaillard;Rachel Rolinski;Shubhi Agrawal;Sara K. Inati;William H. Theodore;Alison Austermuehle;Kareem A. Zaghloul;Edythe Wiggs,https://api.elsevier.com/content/abstract/scopus_id/85061441395,,0,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85061441395&origin=inward,10.1111/epi.14666,2019-03-01,2-s2.0-85061441395,,560-570,30740700.0,85061441395,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85061441395&origin=inward,Theodore,Epilepsia,Functional MRI and direct cortical stimulation: Prediction of postoperative language decline,Article
Madison M. Berl;Leigh N. Sepeta;William D. Gaillard;Gina Norato;Eric J. Emery;Chelsea L. Black;Ashley N. Zachery;Kareem Zaghloul;Sara K. Inati;William H. Theodore;Xiaozhen You;Sierra C Germeyan;Eleanor J. Fanto;Edythe Wiggs,https://api.elsevier.com/content/abstract/scopus_id/85061500598,,0,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85061500598&origin=inward,10.1111/epi.14656,2019-03-01,2-s2.0-85061500598,,527-538,30740666.0,85061500598,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85061500598&origin=inward,Theodore,Epilepsia,fMRI prediction of naming change after adult temporal lobe epilepsy surgery: Activation matters,Article
Geena Ianni;Leslie G. Ungerleider;David Pitcher,https://api.elsevier.com/content/abstract/scopus_id/85066625037,,0,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85066625037&origin=inward,10.1038/s41598-019-44663-9,2019-12-01,2-s2.0-85066625037,,,31160680.0,85066625037,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85066625037&origin=inward,Ungerleider,Scientific Reports,"A functional dissociation of face-, body- and scene-selective brain areas based on their response to moving and static stimuli",Article
Zaid N. Safiullah;Leslie G. Ungerleider;Valentinos Zachariou,https://api.elsevier.com/content/abstract/scopus_id/85052691396,,1,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85052691396&origin=inward,10.1162/jocn_a_01288,2017-01-01,2-s2.0-85052691396,,1499-1516,29877768.0,85052691396,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85052691396&origin=inward,Ungerleider,Journal of Cognitive Neuroscience,The fusiform and occipital face areas can process a nonface category equivalently to faces,Article
Selene Schintu;Sarah Shomstein;Zaynah M. Alam;Eric M. Wassermann;Michael Freedberg,https://api.elsevier.com/content/abstract/scopus_id/85055890342,,0,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85055890342&origin=inward,10.1016/j.cortex.2018.09.021,2018-12-01,2-s2.0-85055890342,,279-286,30399479.0,85055890342,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85055890342&origin=inward,Wassermann,Cortex,Left-shifting prism adaptation boosts reward-based learning,Article
,https://api.elsevier.com/content/abstract/scopus_id/85042290887,Luca Massacesi;Niloufar Sadeghi;Giovanna Carlucci;Bernard Dachy;Roberta Scotti;Martina Absinta;Alessandro Barilaro;Daniel S. Reich;Matteo Grammatico;Domenico Prisco;Pascal Sati;Vittorio Martinelli;Gaetano Perrotta;Massimo Filippi;Giacomo Emmi;Luisa Vuolo;Anna Maria Repice;Lorenzo Emmi;Gregorio Spagni;Pietro Maggi,18,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85042290887&origin=inward,10.1002/ana.25146,2018-02-01,2-s2.0-85042290887,,283-294,29328521.0,85042290887,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85042290887&origin=inward,Reich,Annals of Neurology,Central vein sign differentiates Multiple Sclerosis from central nervous system inflammatory vasculopathies,Article
,https://api.elsevier.com/content/abstract/scopus_id/85042380945,Carlo Pierpaoli;Cibu Thomas;Neda Sadeghi;Joelle Sarlls;Chris I. Baker;Amrita Nayak;Aaron Trefler,6,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85042380945&origin=inward,10.1016/j.neuroimage.2018.02.026,2018-06-01,2-s2.0-85042380945,,25-34,29458189.0,85042380945,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85042380945&origin=inward,Baker,NeuroImage,Impact of time-of-day on diffusivity measures of brain tissue derived from diffusion tensor imaging,Article
,https://api.elsevier.com/content/abstract/scopus_id/85043684245,D. S. Reich;T. Kober;E. S. Beck;B. Dewey;I. C. Cortese;V. Sethi;P. Sati;P. Bhargava;G. Nair,8,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85043684245&origin=inward,10.3174/ajnr.A5534,2018-03-01,2-s2.0-85043684245,,459-466,29439120.0,85043684245,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85043684245&origin=inward,Cortese,American Journal of Neuroradiology,Improved visualization of cortical lesions in multiple sclerosis using 7T MP2RAGE,Article
,https://api.elsevier.com/content/abstract/scopus_id/85044366429,Lawrence T. Park;Carlos A. Zarate;Joanna Szczepanik;Nancy Brutsché;Jennifer W. Evans;Allison C. Nugent,11,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85044366429&origin=inward,10.1016/j.biopsych.2018.01.027,2018-10-15,2-s2.0-85044366429,NARSAD,582-590,29580569.0,85044366429,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85044366429&origin=inward,Nugent,Biological Psychiatry,Default Mode Connectivity in Major Depressive Disorder Measured Up to 10 Days After Ketamine Administration,Article
,https://api.elsevier.com/content/abstract/scopus_id/85045255547,Gunnar Carlsson;Javier Gonzalez-Castillo;Allan L. Reiss;Manish Saggar;Gary Glover;Peter A. Bandettini;Olaf Sporns,11,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85045255547&origin=inward,10.1038/s41467-018-03664-4,2018-12-01,2-s2.0-85045255547,CMP,,29643350.0,85045255547,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85045255547&origin=inward,Bandettini,Nature Communications,Towards a new approach to reveal dynamical organization of the brain using topological data analysis,Article
,https://api.elsevier.com/content/abstract/scopus_id/85042269593,Daniel S. Reich;Andrew J. Solomon;Martina Absinta;Daniel Ontaneda;Pascal Sati;Richard Watts,9,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85042269593&origin=inward,10.1177/1352458517726383,2018-05-01,2-s2.0-85042269593,,750-757,,85042269593,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85042269593&origin=inward,Reich,Multiple Sclerosis Journal,Diagnostic performance of central vein sign for multiple sclerosis with a simplified three-lesion algorithm,Article
