FMRIF?,Searched PI,Type,Source Title,Title,Authors (scrambled),Date,DOI,PubMed ID,Scopus ID,EID,Cited-By Count,Abstract Link,Scopus Link,Cited-By Link,Funding Agency,Page Range
Y,Bandettini,Article,NeuroImage,A deconvolution algorithm for multi-echo functional MRI: Multi-echo Sparse Paradigm Free Mapping,Peter A. Bandettini;César Caballero-Gaudes;Stefano Moia;Javier Gonzalez-Castillo;Puja Panwar,2019-11-15,10.1016/j.neuroimage.2019.116081,31419613,85070906384,2-s2.0-85070906384,1,https://api.elsevier.com/content/abstract/scopus_id/85070906384,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85070906384&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85070906384&origin=inward,MSCA,
Y,Bandettini,Article,Nature Neuroscience,Layer-dependent activity in human prefrontal cortex during working memory,Peter A. Bandettini;David C. Jangraw;Emily S. Finn;Laurentius Huber;Peter J. Molfese,2019-10-01,10.1038/s41593-019-0487-z,31551596,85072613366,2-s2.0-85072613366,5,https://api.elsevier.com/content/abstract/scopus_id/85072613366,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85072613366&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85072613366&origin=inward,NIMH,1687-1695
,Basser,Article,Scientific Reports,Composite Hydrogel Model of Cartilage Predicts Its Load-Bearing Ability,Ferenc Horkay;Peter J. Basser,2020-12-01,10.1038/s41598-020-64917-1,32415132,85084787739,2-s2.0-85084787739,0,https://api.elsevier.com/content/abstract/scopus_id/85084787739,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85084787739&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85084787739&origin=inward,NSF,
,Basser,Article,Scientific Reports,Retaining information from multidimensional correlation MRI using a spectral regions of interest generator,Dan Benjamini;Kristofor Pas;Daniel P. Perl;Michal E. Komlosh;Peter J. Basser,2020-12-01,10.1038/s41598-020-60092-5,32094400,85079806695,2-s2.0-85079806695,1,https://api.elsevier.com/content/abstract/scopus_id/85079806695,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85079806695&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85079806695&origin=inward,NICHD,
,Basser,Article,NeuroImage,Feasibility of filter-exchange imaging (FEXI) in measuring different exchange processes in human brain,Zhaoqing Li;Ruiliang Bai;Yi Cheng Hsu;Peter Basser;Chaoliang Sun;Hui Liang,2020-10-01,10.1016/j.neuroimage.2020.117039,32534125,85086676983,2-s2.0-85086676983,1,https://api.elsevier.com/content/abstract/scopus_id/85086676983,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85086676983&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85086676983&origin=inward,NICHD,
,Basser,Article,Journal of Magnetic Resonance,Real-time measurement of diffusion exchange rate in biological tissue,Dan Benjamini;Teddy X. Cai;Nathan H. Williamson;Rea Ravin;Melanie Falgairolle;Michael J. O'Donovan;Peter J. Basser,2020-08-01,10.1016/j.jmr.2020.106782,,85087884082,2-s2.0-85087884082,0,https://api.elsevier.com/content/abstract/scopus_id/85087884082,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85087884082&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85087884082&origin=inward,NIGMS,
,Basser,Article,Clinical Neurophysiology,Measuring conduction velocity distributions in peripheral nerves using neurophysiological techniques,Felipe Vial;Mark Hallett;Sinisa Pajevic;Giorgio Leodori;Alexandru V. Avram;Zhen Ni;Peter J. Basser,2020-07-01,10.1016/j.clinph.2020.04.008,32417700,85084586854,2-s2.0-85084586854,0,https://api.elsevier.com/content/abstract/scopus_id/85084586854,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85084586854&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85084586854&origin=inward,NINDS,1581-1588
,Basser,Article,NMR in Biomedicine,Multidimensional correlation MRI,Dan Benjamini;Peter J. Basser,2020-01-01,10.1002/nbm.4226,31909516,85078238001,2-s2.0-85078238001,0,https://api.elsevier.com/content/abstract/scopus_id/85078238001,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85078238001&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85078238001&origin=inward,,
,Basser,Article,eLife,Magnetic resonance measurements of cellular and sub-cellular membrane structures in live and fixed neural tissue,Dan Benjamini;Nima S. Ghorashi;Dave Ide;Teddy X. Cai;Nathan H. Williamson;Hellmut Merkle;Michael J. O’donovan;Rea Ravin;Melanie Falgairolle;Ruiliang Bai;Dvir Blivis;Peter J. Basser,2019-12-01,10.7554/eLife.51101,31829935,85077588305,2-s2.0-85077588305,3,https://api.elsevier.com/content/abstract/scopus_id/85077588305,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85077588305&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85077588305&origin=inward,ZJU,
,Basser,Erratum,Proceedings of the National Academy of Sciences of the United States of America,Erratum: Regulation of myelin structure and conduction velocity by perinodal astrocytes (Proceedings of the National Academy of Sciences of the United States of America (2018) 115 (11832–11837) DOI: 10.1073/pnas.1811013115),William C. Huffman;Hiroaki Wake;R. Douglas Fields;Vanja Lazarevic;Sinisa Pajevic;Jeffrey C. Smith;Dipankar J. Dutta;Shahriar SheikhBahaei;Dong Ho Woo;Philip R. Lee;Olena Bukalo;Peter J. Basser,2019-06-18,10.1073/pnas.1908361116,31182569,85067842616,2-s2.0-85067842616,0,https://api.elsevier.com/content/abstract/scopus_id/85067842616,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85067842616&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85067842616&origin=inward,,12574
,Basser,Article,Human Molecular Genetics,Genome-wide meta-Analysis identifies BARX1 and EML4-MTA3 as new loci associated with infantile hypertrophic pyloric stenosis,Heather A. Boyd;David M. Hougaard;Jonas Bybjerg-Grauholm;Bjarke Feenstra;Denise M. Kay;Agneta Nordenskjöld;Sanne Gørtz;Mads Melbye;João Fadista;Line Skotte;Hans Matsson;Michele Caggana;Frank Geller;Paul A. Romitti;James L. Mills,2019-01-15,10.1093/hmg/ddy347,30281099,85059503621,2-s2.0-85059503621,4,https://api.elsevier.com/content/abstract/scopus_id/85059503621,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85059503621&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85059503621&origin=inward,"FSS, DFF",332-340
,Basser,Article,IEEE Transactions on Medical Imaging,Generalized mean apparent propagator MRI to measure and image advective and dispersive flows in medicine and biology,Dan Benjamini;Nathan H. Williamson;Michal E. Komlosh;Peter J. Basser,2019-01-01,10.1109/TMI.2018.2852259,30010549,85049995497,2-s2.0-85049995497,3,https://api.elsevier.com/content/abstract/scopus_id/85049995497,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85049995497&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85049995497&origin=inward,,11-20
,Berman,Article,Nature Communications,Dissecting transcriptomic signatures of neuronal differentiation and maturation using iPSCs,Stephanie C. Page;Stephen A. Semick;Karen F. Berman;Ronald D.G. McKay;Jose A. Apud;Brady J. Maher;William S. Ulrich;Joo Heon Shin;Joshua G. Chenoweth;Anandita Rajpurohit;Gregory R. Hamersky;Huei Ying Chen;James C. Barrow;Andrew E. Jaffe;Daniel R. Weinberger;Amritha Jaishankar;Leonardo Collado-Torres;Alan J. Cross;Richard E. Straub;Daniel J. Hiler;Daniel J. Hoeppner;Amanda J. Price;Suel Kee Kim;Kamel Shibbani;Keri Martinowich;Nicholas J. Brandon;Thomas M. Hyde;Yanhong Wang;Nicola Micali;Marcelo Diaz Bustamante;Joel E. Kleinman;Alana Sellers;Ba Doi N. Phan;Roland W. Bürli;Cristian Valencia;Emily E. Burke;Carlo Colantuoni,2020-12-01,10.1038/s41467-019-14266-z,31974374,85078161735,2-s2.0-85078161735,2,https://api.elsevier.com/content/abstract/scopus_id/85078161735,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85078161735&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85078161735&origin=inward,,
,Berman,Article,Nature Communications,Transcriptomic and cellular decoding of regional brain vulnerability to neurogenetic disorders,Konrad Wagstyl;Daniel H. Geschwind;Casey Paquola;Luis de la Torre-Ubieta;Rafael Romero-Garcia;Ajay Nadig;František Váša;Jonathan D. Blumenthal;Joan C. Han;Sarah E. Morgan;François M. Lalonde;Nancy R. Lee;Jakob Seidlitz;Declan G. Murphy;Edward T. Bullmore;Siyuan Liu;Armin Raznahan;Boris Bernhardt;Liv S. Clasen;Petra E. Vértes;Damon Polioudakis;Richard A.I. Bethlehem,2020-12-01,10.1038/s41467-020-17051-5,32620757,85087425878,2-s2.0-85087425878,0,https://api.elsevier.com/content/abstract/scopus_id/85087425878,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85087425878&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85087425878&origin=inward,NICHD,
,Berman,Article,Translational Psychiatry,Whole-blood expression of inflammasome- and glucocorticoid-related mRNAs correctly separates treatment-resistant depressed patients from drug-free and responsive patients in the BIODEP study,Nicole Mariani;Naghmeh Nikkheslat;Maria A. Nettis;Courtney Worrell;Daniela Enache;Carmine M. Pariante;Linda Pointon;Luca Sforzini;Nadia Cattane;Clarissa Ferrari;Philip J. Cowen;Neil A. Harrison;Caitlin Hastings;Melisa Kose;Peter de Boer;Nicola Lopizzo;Zuzanna Zajkowska;Annamaria Cattaneo;Valeria Mondelli;Declan Jones;Edward T. Bullmore;Anna P. McLaughlin;Lorinda Turner;Wayne C. Drevets;Giulia Lombardo;Jonathan Cavanagh;Monica Mazzelli,2020-12-01,10.1038/s41398-020-00874-7,32699209,85088368060,2-s2.0-85088368060,0,https://api.elsevier.com/content/abstract/scopus_id/85088368060,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85088368060&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85088368060&origin=inward,"ADRC, UW",
,Berman,Review,Translational Psychiatry,ENIGMA and global neuroscience: A decade of large-scale studies of the brain in health and disease across more than 40 countries,Patricia J. Conrod;Laurena Holleran;Jun Soo Kwon;Tianye Jia;Jian Chen;Josselin Houenou;Lei Wang;Max A. Laansma;Robin Bülow;Lauren E. Salminen;Karen Caeyenberghs;Stefan Ehrlich;Sean N. Hatton;Nils Opel;Federica Piras;Thomas Frodl;Lisa T. Eyler;Eus J.W. Van Someren;Brenda L. Bartnik-Olson;Norbert Hosten;Andre Altmann;Clyde Francks;Je Yeon Yun;Jeanne Leerssen;Georg Homuth;Premika S.W. Boedhoe;Daqiang Sun;Stephane A. De Brito;Joseph O’ Neill;Willem B. Bruin;Bhim M. Adhikari;Kevin Hilbert;Yann Chye;Carles Soriano-Mas;Daniel Garijo;Neda Jahanshad;Celia van der Merwe;Arielle R. Baskin-Sommers;Yanli Zhang-James;Anderson M. Winkler;Fabrizio Piras;Esther Walton;Danai Dima;Guohao Zhang;Joanna Bright;Merel C. Postema;Natalia Shatokhina;Gary Donohoe;Janna Marie Bas-Hoogendam;Janita Bralten;Graeme Fairchild;Rachel M. Brouwer;Tiffany C. Ho;David A. Baron;Yolanda Gil;Simon E. Fisher;Laura K.M. Han;Ole A. Andreassen;Guido A. van Wingen;Tomas Hajek;Sara Bertolín;Katharina Wittfeld;André Aleman;Hans J. Grabe;Margaret J. Wright;Paul M. Thompson;Charlotte A.M. Cecil;Courtney A. Filippi;Carolien G.F. de Kovel;Marieke Klein;Udo Dannlowski;Stephen V. Faraone;Robert R. Althoff;Ronald A. Cohen;Jan K. Buitelaar;James H. Cole;Sophia I. Thomopoulos;Sylvane Desrivieres;Henry Völzke;Jean Paul Fouche;Carrie E. Bearden;Bernhard T. Baune;Gianfranco Spalletta;Sonja M.C. de Zwarte;Carrie Esopenko;Leonardo Tozzi;Moji Aghajani;Christopher R.K. Ching;Ingrid Agartz;Emily L. Dennis;Ulrike Lueken;Alexander Teumer;Abraham Nunes;Pauline Favre;Elena Pozzi;Iliyan Ivanov;Laura A. Berner;Amanda K. Tilot;Sinead Kelly;Katrina L. Grasby,2020-12-01,10.1038/s41398-020-0705-1,32198361,85082148270,2-s2.0-85082148270,14,https://api.elsevier.com/content/abstract/scopus_id/85082148270,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85082148270&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85082148270&origin=inward,NIH,
,Berman,Editorial,The American journal of psychiatry,Subcortical Signatures of Hemizygosity and Psychosis in 22q11.2 Deletion Syndrome: Finding Common Ground in Rare Genetic Variation,Michael D. Gregory;Daniel P. Eisenberg;Karen F. Berman,2020-07-01,10.1176/appi.ajp.2020.20050598,32605438,85087420322,2-s2.0-85087420322,0,https://api.elsevier.com/content/abstract/scopus_id/85087420322,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85087420322&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85087420322&origin=inward,,564-566
,Berman,Article,American Journal of Psychiatry,Distinct Polygenic Score Profiles in Schizophrenia Subgroups with Different Trajectories of Cognitive Development,Sofia R. Zaidman;Karen F. Berman;Dwight Dickinson;Michael D. Gregory;Daniel P. Eisenberg;Evan J. Giangrande,2020-04-01,10.1176/appi.ajp.2019.19050527,31838871,85083160174,2-s2.0-85083160174,3,https://api.elsevier.com/content/abstract/scopus_id/85083160174,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85083160174&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85083160174&origin=inward,NIMH,298-307
,Berman,Article,Annals of Neurology,Longitudinal Positron Emission Tomography of Dopamine Synthesis in Subjects with GBA1 Mutations,Jenny Kim;Ellen Sidransky;Karen F. Berman;Joseph C. Masdeu;Michael D. Gregory;Daniel P. Eisenberg;Grisel Lopez;Angela M. Ianni;Shannon E. Grogans;Catherine Groden,2020-04-01,10.1002/ana.25692,32030791,85082093516,2-s2.0-85082093516,0,https://api.elsevier.com/content/abstract/scopus_id/85082093516,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85082093516&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85082093516&origin=inward,NHGRI,652-657
,Berman,Article,Molecular Psychiatry,KCNH2-3.1 mediates aberrant complement activation and impaired hippocampal-medial prefrontal circuitry associated with working memory deficits,Andrew Jaffe;Venkata S. Mattay;Karen F. Berman;Qingjun Tian;Fengyu Zhang;Yingbo Li;Kuan Hong Wang;Zhonghua Hu;Sunny Lang Qin;Joo Heon Shin;Daniel Paredes;Joseph H. Callicott;Daniel R. Weinberger;Vijay Sadashivaiah;Feng Yang;Wei Xia;Ming Ren;Jian Zhu;Yankai Jia;Shujuan Zhu;Jingxian Wu;Nina Rajpurohit;Qiang Chen;Xinjian Li,2020-01-01,10.1038/s41380-019-0530-1,31570775,85073989509,2-s2.0-85073989509,0,https://api.elsevier.com/content/abstract/scopus_id/85073989509,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85073989509&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85073989509&origin=inward,NINDS,206-229
,Berman,Article,Cerebral Cortex,Sequence Variation Associated with SLC12A5 Gene Expression Is Linked to Brain Structure and Function in Healthy Adults,Venkata S. Mattay;Joseph H. Callicott;Karen F. Berman;Daniel Y. Rubinstein;Michael D. Gregory;J. Shane Kippenhan;Richard Coppola,2019-12-17,10.1093/cercor/bhy344,30668668,85067258780,2-s2.0-85067258780,1,https://api.elsevier.com/content/abstract/scopus_id/85067258780,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85067258780&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85067258780&origin=inward,NIMH,4654-4661
,Berman,Article,Cerebral Cortex,The Dynamic Associations between Cortical Thickness and General Intelligence are Genetically Mediated,Greg L. Wallace;Armin Raznahan;Liv S. Clasen;Joshua N. Pritikin;Michael C. Neale;J. Eric Schmitt;Jay N. Giedd;Nancy Raitano Lee,2019-12-17,10.1093/cercor/bhz007,30715232,85075462723,2-s2.0-85075462723,4,https://api.elsevier.com/content/abstract/scopus_id/85075462723,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85075462723&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85075462723&origin=inward,NIEHS,4743-4752
,Berman,Article,Human Brain Mapping,Enhancement of indirect functional connections with shortest path length in the adult autistic brain,John Suckling;Edward T. Bullmore;Michael V. Lombardo;Bhismadev Chakrabarti;Simon Baron-Cohen;Amber N.V. Ruigrok;Xiaonan Guo;Huafu Chen;Meng Chuan Lai;Tiago Simas,2019-12-15,10.1002/hbm.24777,31464062,85071903261,2-s2.0-85071903261,1,https://api.elsevier.com/content/abstract/scopus_id/85071903261,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85071903261&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85071903261&origin=inward,OBI,5354-5369
,Berman,Article,Cell,"Genomic Relationships, Novel Loci, and Pleiotropic Mechanisms across Eight Psychiatric Disorders",Pieter J. Hoekstra;Richard J.L. Anney;Edwin H. Cook;Yen Chen A. Feng;Ole Mors;Marianne G. Pedersen;Timothy Poterba;Alysa E. Doyle;Richard A. Belliveau;Maria Soler Artigas;Olafur O. Gudmundsson;Jesper B. Poulsen;Jakob Grove;Russell Schachar;Sintia Belangero;Laramie E. Duncan;George Kirov;Luis A. Rohde;Elliot M. Tucker-Drob;Carsten B. Pedersen;Jonas Bybjerg-Grauholm;Zhaozhong Zhu;Tian Ge;Marie Bækvad-Hansen;Esben Agerbo;Christine S. Hansen;Eske M. Derks;Preben B. Mortensen;Jaakko Kaprio;Rolf Adolfsson;Raymond K. Walters;Gísli Baldursson;Giovanni Coppola;Joseph D. Buxbaum;Christie L. Burton;Ashley Dumont;Joanna Martin;Hailiang Huang;Paula Rovira;Henry R. Kranzler;Duncan S. Palmer;James J. McGough;Ziarih Hawi;David M. Hougaard;Francesco Bettella;Claire Churchhouse;Michel G. Nivard;Philip Asherson;Phil H. Lee;Hakon Hakonarson;Daniel P. Howrigan;Kimberly Chambert;Andrew D. Grotzinger;Robert D. Oades;Hyejung Won;Jennifer Crosbie;Cristina Sánchez-Mora;Jacob Rosenthal;Patrick Turley;Andreas Reif;F. Kyle Satterstrom;M. J. Arranz;Jan Haavik;Marta Ribasés;Klaus Peter Lesch;Sandra K. Loo;Thomas Werge;Amaia Hervás;Kate Langley;Jurjen J. Luykx;Josep Antoni Ramos-Quiroga;Triinu Peters;Catharina A. Hartman;Patrick W.L. Leung;Meg M.J. Wang;Stacy Steinberg;Anna Keski-Rahkonen;Søren Dalsgaard;Ditte Demontis;Danielle Posthuma;G. Bragi Walters;Miquel Casas;Alicia R. Martin;Jan Buitelaar;Dongmei Yu;Clement C. Zai;Eli A. Stahl;Tobias Banaschewski;Dan E. Arking;Verneri Anttila;Hreinn Stefansson;Felecia Cerrato;Josephine Elia;Aribert Rothenberger;Jonna Kuntsi;Mark Bellgrove;Tetyana Zayats;Jennifer L. Moran;Bru Cormand;Sarah E. Medland,2019-12-12,10.1016/j.cell.2019.11.020,31835028,85076270049,2-s2.0-85076270049,32,https://api.elsevier.com/content/abstract/scopus_id/85076270049,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85076270049&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85076270049&origin=inward,JHU,1469-1482.e11
,Berman,Article,Brain,Williams syndrome hemideletion and LIMK1 variation both affect dorsal stream functional connectivity,Ranjani Prabhakaran;Karen F. Berman;Michael D. Gregory;Katherine Roe;Daniel P. Eisenberg;Maxwell L. Elliott;J. Shane Kippenhan;Carolyn B. Mervis;Jasmin B. Czarapata;Philip D. Kohn;Tiffany Nash,2019-12-01,10.1093/brain/awz323,31687737,85076124431,2-s2.0-85076124431,0,https://api.elsevier.com/content/abstract/scopus_id/85076124431,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85076124431&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85076124431&origin=inward,NINDS,3963-3974
,Berman,Conference Paper,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),"Bridging imaging, genetics, and diagnosis in a coupled low-dimensional framework",Sayan Ghosal;Venkata S. Mattay;Karen F. Berman;William Ulrich;Archana Venkataraman;Daniel R. Weinberger;Aaron L. Goldman;Qiang Chen,2019-01-01,10.1007/978-3-030-32251-9_71,,85075680805,2-s2.0-85075680805,0,https://api.elsevier.com/content/abstract/scopus_id/85075680805,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85075680805&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85075680805&origin=inward,NIMH,647-655
,Berman,Editorial,American Journal of Psychiatry,Cortical thickness and connectivity in schizophrenia,Edward Bullmore,2019-01-01,10.1176/appi.ajp.2019.19050509,31256617,85068884263,2-s2.0-85068884263,1,https://api.elsevier.com/content/abstract/scopus_id/85068884263,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85068884263&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85068884263&origin=inward,,505-506
