Title,PI,Authors,Date,Cited-By Count,Source Title,Page Range,DOI,PubMed ID,Scopus ID,EID,Type,Funding Agency,Abstract Link,Scopus Link,Cited-By Link
Comparing clinical perimetry and population receptive field measures in patients with choroideremia,Baker,Aimee Willett;Denise J. Pearson;Chris I. Baker;Leona W. Serrano;Andreas M. Rauschecker;Tomas S. Aleman;Albert M. Maguire;Jean Bennett;Manzar Ashtari;Edward H. Silson,2018-07-01,1,Investigative Ophthalmology and Visual Science,3249-3258,10.1167/iovs.18-23929,29971442,85049603413,2-s2.0-85049603413,Article,,https://api.elsevier.com/content/abstract/scopus_id/85049603413,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85049603413&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85049603413&origin=inward
Impact of time-of-day on diffusivity measures of brain tissue derived from diffusion tensor imaging,Baker,Amrita Nayak;Chris I. Baker;Neda Sadeghi;Cibu Thomas;Aaron Trefler;Carlo Pierpaoli;Joelle Sarlls,2018-06-01,11,NeuroImage,25-34,10.1016/j.neuroimage.2018.02.026,29458189,85042380945,2-s2.0-85042380945,Article,NIBIB,https://api.elsevier.com/content/abstract/scopus_id/85042380945,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85042380945&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85042380945&origin=inward
Transcranial magnetic stimulation to the occipital place area biases gaze during scene viewing,Baker,Jennifer R. Henry;George L. Malcolm;Edward H. Silson;Chris I. Baker,2018-05-08,1,Frontiers in Human Neuroscience,,10.3389/fnhum.2018.00189,,85046888794,2-s2.0-85046888794,Article,,https://api.elsevier.com/content/abstract/scopus_id/85046888794,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85046888794&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85046888794&origin=inward
Distinct contributions of functional and deep neural network features to representational similarity of scenes in human brain and behavior,Baker,Christopher Baldassano;Diane M. Beck;Chris I. Baker;Iris I.A. Groen;Li Fei-Fei;Michelle R. Greene,2018-03-07,31,eLife,,10.7554/eLife.32962,29513219,85045639406,2-s2.0-85045639406,Article,,https://api.elsevier.com/content/abstract/scopus_id/85045639406,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85045639406&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85045639406&origin=inward
Differential sampling of visual space in ventral and dorsal early visual cortex,Baker,Chris I. Baker;Edward H. Silson;Richard C. Reynolds;Dwight J. Kravitz,2018-02-28,9,Journal of Neuroscience,2294-2303,10.1523/JNEUROSCI.2717-17.2018,29382711,85042873910,2-s2.0-85042873910,Article,,https://api.elsevier.com/content/abstract/scopus_id/85042873910,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85042873910&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85042873910&origin=inward
The representational dynamics of task and object processing in humans,Baker,Brett B. Bankson;Radoslaw M. Cichy;Chris I. Baker;Assaf Harel;Martin N. Hebart,2018-01-31,27,eLife,,10.7554/eLife.32816,29384473,85042082335,2-s2.0-85042082335,Article,NIH,https://api.elsevier.com/content/abstract/scopus_id/85042082335,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85042082335&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85042082335&origin=inward
The temporal dynamics of scene processing: A multifaceted EEG investigation,Baker,Chris I. Baker;Iris I.A. Groen;Leon Y. Deouell;Assaf Harel;Dwight J. Kravitz,2016-09-12,13,eNeuro,,10.1523/ENEURO.0139-16.2016,27699208,85031907783,2-s2.0-85031907783,Article,,https://api.elsevier.com/content/abstract/scopus_id/85031907783,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85031907783&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85031907783&origin=inward
Facing up to stereotypes,Baker,Chris I. Baker;Martin N. Hebart,2016-05-26,0,Nature neuroscience,763-764,10.1038/nn.4309,27227362,85027469385,2-s2.0-85027469385,Review,,https://api.elsevier.com/content/abstract/scopus_id/85027469385,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85027469385&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85027469385&origin=inward
Visual cues for attention following in rhesus monkeys,Baker,David I. Perrett;Erika N. Lorincz;Christopher I. Baker,2013-01-01,4,Picture Perception in Animals,344-372,10.4324/9780203782880-19,,85076080320,2-s2.0-85076080320,Chapter,,https://api.elsevier.com/content/abstract/scopus_id/85076080320,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85076080320&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85076080320&origin=inward
"Untangling the relatedness among correlations, part III: Inter-subject correlation analysis through Bayesian multilevel modeling for naturalistic scanning",Bandettini,Peter A. Bandettini;Xianggui Qu;Peter J. Molfese;Paul A. Taylor;Robert W. Cox;Emily S. Finn;Gang Chen,2020-08-01,2,NeuroImage,,10.1016/j.neuroimage.2019.116474,31884057,85077746474,2-s2.0-85077746474,Article,NIH,https://api.elsevier.com/content/abstract/scopus_id/85077746474,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85077746474&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85077746474&origin=inward
Idiosynchrony: From shared responses to individual differences during naturalistic neuroimaging,Bandettini,Peter A. Bandettini;Peter J. Molfese;Dylan Nielson;Emily S. Finn;Arman Y. Khojandi;Daniel A. Handwerker;Enrico Glerean,2020-07-15,1,NeuroImage,,10.1016/j.neuroimage.2020.116828,32276065,85083213520,2-s2.0-85083213520,Article,NIH,https://api.elsevier.com/content/abstract/scopus_id/85083213520,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85083213520&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85083213520&origin=inward
Fast detection and reduction of local transient artifacts in resting-state fMRI,Bandettini,Peter A. Bandettini;Hang Joon Jo;Richard C. Reynolds;Robert W. Cox;Irena Balzekas;Stephen J. Gotts;Alex Martin;Daniel A. Handwerker,2020-05-01,0,Computers in Biology and Medicine,,10.1016/j.compbiomed.2020.103742,32421647,85083039076,2-s2.0-85083039076,Article,NINDS,https://api.elsevier.com/content/abstract/scopus_id/85083039076,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85083039076&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85083039076&origin=inward
Sub-millimeter fMRI reveals multiple topographical digit representations that form action maps in human motor cortex,Bandettini,Sriranga Kashyap;Laurentius Huber;Dimo Ivanov;Peter A. Bandettini;Emily S. Finn;Natalia Petridou;Daniel R. Glen;Sean Marrett;Daniel A. Handwerker;Marlene Bönstrup;Benedikt A. Poser;Jozien Goense,2020-03-01,2,NeuroImage,,10.1016/j.neuroimage.2019.116463,31862526,85076716317,2-s2.0-85076716317,Article,NIMH,https://api.elsevier.com/content/abstract/scopus_id/85076716317,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85076716317&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85076716317&origin=inward
Integrated VASO and perfusion contrast: A new tool for laminar functional MRI,Bandettini,Peter A. Bandettini;Larentius Huber;Linqing Li;Yuhui Chai;Benedikt A. Poser,2020-02-15,1,NeuroImage,,10.1016/j.neuroimage.2019.116358,31740341,85075905478,2-s2.0-85075905478,Article,NIMH,https://api.elsevier.com/content/abstract/scopus_id/85075905478,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85075905478&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85075905478&origin=inward
Layer-dependent functional connectivity methods,Bandettini,Kamil Uludag;Laurentius Huber;Tony Stöcker;Seong Gi Kim;Peter A. Bandettini;Emily S. Finn;Yuhui Chai;Rüdiger Stirnberg;Rainer Goebel;Sean Marrett;So Hyun Han;Benedikt A. Poser,2020-01-01,0,Progress in Neurobiology,,10.1016/j.pneurobio.2020.101835,32512115,85086426599,2-s2.0-85086426599,Review,IBS,https://api.elsevier.com/content/abstract/scopus_id/85086426599,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85086426599&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85086426599&origin=inward
A deconvolution algorithm for multi-echo functional MRI: Multi-echo Sparse Paradigm Free Mapping,Bandettini,Peter A. Bandettini;Puja Panwar;Javier Gonzalez-Castillo;Stefano Moia;César Caballero-Gaudes,2019-11-15,1,NeuroImage,,10.1016/j.neuroimage.2019.116081,31419613,85070906384,2-s2.0-85070906384,Article,MSCA,https://api.elsevier.com/content/abstract/scopus_id/85070906384,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85070906384&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85070906384&origin=inward
Imaging the spontaneous flow of thought: Distinct periods of cognition contribute to dynamic functional connectivity during rest,Bandettini,Peter A. Bandettini;Javier Gonzalez-Castillo;César Caballero-Gaudes;Daniel A. Handwerker;Natasha Topolski;Francisco Pereira,2019-11-15,1,NeuroImage,,10.1016/j.neuroimage.2019.116129,31461679,85071438369,2-s2.0-85071438369,Article,NIMH,https://api.elsevier.com/content/abstract/scopus_id/85071438369,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85071438369&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85071438369&origin=inward
Layer-dependent activity in human prefrontal cortex during working memory,Bandettini,Laurentius Huber;Peter A. Bandettini;Peter J. Molfese;Emily S. Finn;David C. Jangraw,2019-10-01,5,Nature Neuroscience,1687-1695,10.1038/s41593-019-0487-z,31551596,85072613366,2-s2.0-85072613366,Article,NIMH,https://api.elsevier.com/content/abstract/scopus_id/85072613366,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85072613366&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85072613366&origin=inward
Visual temporal frequency preference shows a distinct cortical architecture using fMRI,Bandettini,Peter A. Bandettini;Peter J. Molfese;Javier Gonzalez-Castillo;Andrew Hall;Yuhui Chai;Sean Marrett;Daniel A. Handwerker;Elisha P. Merriam,2019-08-15,1,NeuroImage,13-23,10.1016/j.neuroimage.2019.04.048,31015027,85064646526,2-s2.0-85064646526,Article,NIMH,https://api.elsevier.com/content/abstract/scopus_id/85064646526,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85064646526&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85064646526&origin=inward
Layer-specific activation of sensory input and predictive feedback in the human primary somatosensory cortex,Bandettini,Laurentius Huber;Peter A. Bandettini;Peter J. Molfese;Yinghua Yu;Yoshimichi Ejima;David C. Jangraw;Jinglong Wu;Daniel A. Handwerker;Jiajia Yang;Gang Chen,2019-05-15,3,Science Advances,,10.1126/sciadv.aav9053,31106273,85065887483,2-s2.0-85065887483,Article,JSPS,https://api.elsevier.com/content/abstract/scopus_id/85065887483,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85065887483&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85065887483&origin=inward
Efficacy of different dynamic functional connectivity methods to capture cognitively relevant information,Bandettini,Sunanda Mitra;Peter A. Bandettini;Javier Gonzalez-Castillo;Daniel A. Handwerker;Hua Xie;Charles Y. Zheng;Vince D. Calhoun,2019-03-01,7,NeuroImage,502-514,10.1016/j.neuroimage.2018.12.037,30576850,85059153793,2-s2.0-85059153793,Article,NIMH,https://api.elsevier.com/content/abstract/scopus_id/85059153793,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85059153793&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85059153793&origin=inward
Deep neural network predicts emotional responses of the human brain from functional magnetic resonance imaging,Bandettini,Hyun Chul Kim;Jong Hwan Lee;Peter A. Bandettini,2019-02-01,6,NeuroImage,607-627,10.1016/j.neuroimage.2018.10.054,30366076,85057456558,2-s2.0-85057456558,Article,,https://api.elsevier.com/content/abstract/scopus_id/85057456558,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85057456558&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85057456558&origin=inward
Trait paranoia shapes inter-subject synchrony in brain activity during an ambiguous social narrative,Bandettini,Peter A. Bandettini;Emily S. Finn;R. Todd Constable;Philip R. Corlett;Gang Chen,2018-12-01,18,Nature Communications,,10.1038/s41467-018-04387-2,29795116,85047518450,2-s2.0-85047518450,Article,NSF,https://api.elsevier.com/content/abstract/scopus_id/85047518450,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85047518450&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85047518450&origin=inward
Towards a new approach to reveal dynamical organization of the brain using topological data analysis,Bandettini,Peter A. Bandettini;Javier Gonzalez-Castillo;Allan L. Reiss;Gunnar Carlsson;Manish Saggar;Olaf Sporns;Gary Glover,2018-12-01,41,Nature Communications,,10.1038/s41467-018-03664-4,29643350,85045255547,2-s2.0-85045255547,Article,NARSAD,https://api.elsevier.com/content/abstract/scopus_id/85045255547,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85045255547&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85045255547&origin=inward
Task-based dynamic functional connectivity: Recent findings and open questions,Bandettini,Javier Gonzalez-Castillo;Peter A. Bandettini,2018-10-15,50,NeuroImage,526-533,10.1016/j.neuroimage.2017.08.006,28780401,85027128247,2-s2.0-85027128247,Review,NIH,https://api.elsevier.com/content/abstract/scopus_id/85027128247,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85027128247&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85027128247&origin=inward
Ultra-high resolution blood volume fMRI and BOLD fMRI in humans at 9.4 T: Capabilities and challenges,Bandettini,Sriranga Kashyap;Laurentius Huber;Peter A. Bandettini;Dimo Ivanov;Desmond H.Y. Tse;Kâmil Uludağ;David C. Jangraw;Benedikt A. Poser;Christopher J. Wiggins,2018-09-01,9,NeuroImage,769-779,10.1016/j.neuroimage.2018.06.025,29890330,85048900242,2-s2.0-85048900242,Article,NIH,https://api.elsevier.com/content/abstract/scopus_id/85048900242,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85048900242&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85048900242&origin=inward
A temporal deconvolution algorithm for multiecho functional MRI,Bandettini,Cesar Caballero Gaudes;Javier Gonzalez-Castillo;Peter A. Bandettini,2018-05-23,1,Proceedings - International Symposium on Biomedical Imaging,608-611,10.1109/ISBI.2018.8363649,,85048070005,2-s2.0-85048070005,Conference Paper,NIMH,https://api.elsevier.com/content/abstract/scopus_id/85048070005,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85048070005&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85048070005&origin=inward
Frequency-dependent tACS modulation of BOLD signal during rhythmic visual stimulation,Bandettini,Jingwei Sheng;Jia Hong Gao;Peter A. Bandettini;Yuhui Chai,2018-05-01,5,Human Brain Mapping,2111-2120,10.1002/hbm.23990,29389051,85041181548,2-s2.0-85041181548,Article,NSFC,https://api.elsevier.com/content/abstract/scopus_id/85041181548,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85041181548&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85041181548&origin=inward
The integration of functional brain activity from adolescence to adulthood,Bandettini,Ellen Leibenluft;Wen Ming Luh;Peter A. Bandettini;Daniel S. Pine;Prantik Kundu;Sophia Frangou;Monique Ernst;Dana Rosen;Brenda E. Benson,2018-04-04,7,Journal of Neuroscience,3559-3570,10.1523/JNEUROSCI.1864-17.2018,29487126,85051138382,2-s2.0-85051138382,Article,,https://api.elsevier.com/content/abstract/scopus_id/85051138382,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85051138382&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85051138382&origin=inward
Ridding fMRI data of motion-related influences: Removal of signals with distinct spatial and physical bases in multiecho data,Bandettini,Jonathan D. Power;Mark Plitt;Peter A. Bandettini;Prantik Kundu;Stephen J. Gotts;Valerie Voon;Alex Martin,2018-02-27,55,Proceedings of the National Academy of Sciences of the United States of America,E2105-E2114,10.1073/pnas.1720985115,29440410,85042642542,2-s2.0-85042642542,Article,,https://api.elsevier.com/content/abstract/scopus_id/85042642542,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85042642542&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85042642542&origin=inward
A functional connectivity-based neuromarker of sustained attention generalizes to predict recall in a reading task,Bandettini,Peter A. Bandettini;Puja Panwar;Javier Gonzalez-Castillo;David C. Jangraw;Monica D. Rosenberg;Daniel A. Handwerker;Merage Ghane,2018-02-01,18,NeuroImage,99-109,10.1016/j.neuroimage.2017.10.019,29031531,85032791586,2-s2.0-85032791586,Article,NIMH,https://api.elsevier.com/content/abstract/scopus_id/85032791586,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85032791586&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85032791586&origin=inward
Quantitative deconvolution of fmri data with multi-echo sparse paradigm free mapping,Bandettini,Javier Gonzalez-Castillo;Stefano Moia;César Caballero-Gaudes;Peter A. Bandettini,2018-01-01,1,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),311-319,10.1007/978-3-030-00931-1_36,,85053871149,2-s2.0-85053871149,Conference Paper,,https://api.elsevier.com/content/abstract/scopus_id/85053871149,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85053871149&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85053871149&origin=inward
Distributed weight consolidation: A brain segmentation case study,Bandettini,Peter Bandettini;John A. Lee;Dylan Nielson;Satrajit S. Ghosh;Patrick McClure;Jakub R. Kaczmarzyk;Charles Y. Zheng;Francisco Pereira,2018-01-01,1,Advances in Neural Information Processing Systems,4093-4103,,,85064820043,2-s2.0-85064820043,Conference Paper,NIMH,https://api.elsevier.com/content/abstract/scopus_id/85064820043,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85064820043&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85064820043&origin=inward
