Title,Searched PI,Authors (scrambled),Date,Cited-By Count,Source Title,Page Range,DOI,PubMed ID,Scopus ID,EID,Type,Funding Agency,Abstract Link,Scopus Link,Cited-By Link
A novel MRI phantom to study interstitial fluid transport in the glymphatic system,Basser,F. Horkay;N. W. Williamson;P. J. Basser;E. B. Hutchinson;M. E. Komlosh;D. Benjamini,2019-02-01,3,Magnetic Resonance Imaging,181-186,10.1016/j.mri.2018.10.007,30343124.0,85055481361,2-s2.0-85055481361,Article,NICHD,https://api.elsevier.com/content/abstract/scopus_id/85055481361,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85055481361&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85055481361&origin=inward
Effects of mono- and divalent cations on the structure and thermodynamic properties of polyelectrolyte gels,Basser,Ferenc Horkay;Matan Mussel;Peter J. Basser,2019-01-01,3,Soft Matter,4153-4161,10.1039/c9sm00464e,31062008.0,85066250667,2-s2.0-85066250667,Article,NICHD,https://api.elsevier.com/content/abstract/scopus_id/85066250667,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85066250667&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85066250667&origin=inward
Generalized mean apparent propagator MRI to measure and image advective and dispersive flows in medicine and biology,Basser,Michal E. Komlosh;Nathan H. Williamson;Dan Benjamini;Peter J. Basser,2019-01-01,3,IEEE Transactions on Medical Imaging,11-20,10.1109/TMI.2018.2852259,30010549.0,85049995497,2-s2.0-85049995497,Article,,https://api.elsevier.com/content/abstract/scopus_id/85049995497,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85049995497&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85049995497&origin=inward
Dissecting transcriptomic signatures of neuronal differentiation and maturation using iPSCs,Berman,Daniel J. Hoeppner;Keri Martinowich;Leonardo Collado-Torres;Emily E. Burke;Kamel Shibbani;Ba Doi N. Phan;Nicola Micali;Richard E. Straub;Joo Heon Shin;Alan J. Cross;Andrew E. Jaffe;Anandita Rajpurohit;Joel E. Kleinman;Nicholas J. Brandon;Roland W. Bürli;Karen F. Berman;Joshua G. Chenoweth;Marcelo Diaz Bustamante;Gregory R. Hamersky;Amritha Jaishankar;Thomas M. Hyde;James C. Barrow;William S. Ulrich;Alana Sellers;Cristian Valencia;Carlo Colantuoni;Daniel J. Hiler;Suel Kee Kim;Ronald D.G. McKay;Yanhong Wang;Amanda J. Price;Brady J. Maher;Huei Ying Chen;Jose A. Apud;Daniel R. Weinberger;Stephen A. Semick;Stephanie C. Page,2020-12-01,2,Nature Communications,,10.1038/s41467-019-14266-z,31974374.0,85078161735,2-s2.0-85078161735,Article,,https://api.elsevier.com/content/abstract/scopus_id/85078161735,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85078161735&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85078161735&origin=inward
Subcortical Signatures of Hemizygosity and Psychosis in 22q11.2 Deletion Syndrome: Finding Common Ground in Rare Genetic Variation,Berman,Karen F. Berman;Michael D. Gregory;Daniel P. Eisenberg,2020-07-01,0,The American journal of psychiatry,564-566,10.1176/appi.ajp.2020.20050598,32605438.0,85087420322,2-s2.0-85087420322,Editorial,,https://api.elsevier.com/content/abstract/scopus_id/85087420322,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85087420322&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85087420322&origin=inward
Distinct Polygenic Score Profiles in Schizophrenia Subgroups with Different Trajectories of Cognitive Development,Berman,Sofia R. Zaidman;Karen F. Berman;Dwight Dickinson;Daniel P. Eisenberg;Michael D. Gregory;Evan J. Giangrande,2020-04-01,3,American Journal of Psychiatry,298-307,10.1176/appi.ajp.2019.19050527,31838871.0,85083160174,2-s2.0-85083160174,Article,NIMH,https://api.elsevier.com/content/abstract/scopus_id/85083160174,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85083160174&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85083160174&origin=inward
Longitudinal Positron Emission Tomography of Dopamine Synthesis in Subjects with GBA1 Mutations,Berman,Catherine Groden;Ellen Sidransky;Jenny Kim;Shannon E. Grogans;Daniel P. Eisenberg;Joseph C. Masdeu;Michael D. Gregory;Angela M. Ianni;Grisel Lopez;Karen F. Berman,2020-04-01,0,Annals of Neurology,652-657,10.1002/ana.25692,32030791.0,85082093516,2-s2.0-85082093516,Article,NHGRI,https://api.elsevier.com/content/abstract/scopus_id/85082093516,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85082093516&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85082093516&origin=inward
Epigenetic intersection of BDNF Val66Met genotype with premenstrual dysphoric disorder transcriptome in a cross-species model of estradiol add-back,Berman,Francis S. Lee;Neelima Dubey;Howard Li;Jordan Marrocco;Gordon H. Petty;Peter J. Schmidt;Bruce S. McEwen;David Goldman;Jessica Hoffman;Nathan R. Einhorn;Karen F. Berman,2020-03-01,4,Molecular Psychiatry,572-583,10.1038/s41380-018-0274-3,30356121.0,85055471339,2-s2.0-85055471339,Article,HDRF,https://api.elsevier.com/content/abstract/scopus_id/85055471339,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85055471339&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85055471339&origin=inward
KCNH2-3.1 mediates aberrant complement activation and impaired hippocampal-medial prefrontal circuitry associated with working memory deficits,Berman,Jingxian Wu;Joo Heon Shin;Joseph H. Callicott;Nina Rajpurohit;Yankai Jia;Wei Xia;Xinjian Li;Vijay Sadashivaiah;Fengyu Zhang;Qiang Chen;Ming Ren;Karen F. Berman;Kuan Hong Wang;Zhonghua Hu;Jian Zhu;Andrew Jaffe;Venkata S. Mattay;Daniel Paredes;Qingjun Tian;Daniel R. Weinberger;Sunny Lang Qin;Yingbo Li;Shujuan Zhu;Feng Yang,2020-01-01,0,Molecular Psychiatry,206-229,10.1038/s41380-019-0530-1,31570775.0,85073989509,2-s2.0-85073989509,Article,NINDS,https://api.elsevier.com/content/abstract/scopus_id/85073989509,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85073989509&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85073989509&origin=inward
Sequence Variation Associated with SLC12A5 Gene Expression Is Linked to Brain Structure and Function in Healthy Adults,Berman,J. Shane Kippenhan;Daniel Y. Rubinstein;Michael D. Gregory;Richard Coppola;Joseph H. Callicott;Venkata S. Mattay;Karen F. Berman,2019-12-17,1,Cerebral Cortex,4654-4661,10.1093/cercor/bhy344,30668668.0,85067258780,2-s2.0-85067258780,Article,NIMH,https://api.elsevier.com/content/abstract/scopus_id/85067258780,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85067258780&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85067258780&origin=inward
Williams syndrome hemideletion and LIMK1 variation both affect dorsal stream functional connectivity,Berman,Philip D. Kohn;J. Shane Kippenhan;Maxwell L. Elliott;Jasmin B. Czarapata;Carolyn B. Mervis;Daniel P. Eisenberg;Michael D. Gregory;Ranjani Prabhakaran;Tiffany Nash;Katherine Roe;Karen F. Berman,2019-12-01,0,Brain,3963-3974,10.1093/brain/awz323,31687737.0,85076124431,2-s2.0-85076124431,Article,NINDS,https://api.elsevier.com/content/abstract/scopus_id/85076124431,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85076124431&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85076124431&origin=inward
Evaluation of incidental pelvic fluid in relation to physiological changes in healthy pubescent children using pelvic magnetic resonance imaging,Berman,S. Mojdeh Mirmomen;Pedro E. Martinez;Jack A. Yanovski;Peter J. Schmidt;Ashkan A. Malayeri;Mohammadhadi Bagheri;Ahmad Shafiei;Faraz Farhadi;Ashkan Tadayoni;Karen F. Berman,2019-05-01,0,Pediatric Radiology,784-790,10.1007/s00247-019-04355-y,30859244.0,85065841558,2-s2.0-85065841558,Article,,https://api.elsevier.com/content/abstract/scopus_id/85065841558,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85065841558&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85065841558&origin=inward
Connections With Connections: Dopaminergic Correlates of Neural Network Properties,Berman,Karen F. Berman;Daniel P. Eisenberg,2019-03-01,0,Biological Psychiatry,366-367,10.1016/j.biopsych.2019.01.001,30732679.0,85060538494,2-s2.0-85060538494,Note,NIMH,https://api.elsevier.com/content/abstract/scopus_id/85060538494,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85060538494&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85060538494&origin=inward
Polygenic risk score increases schizophrenia liability through cognition-relevant pathways,Berman,Stacey Cherny;Timothea Toulopoulou;Xiaowei Zhang;Dwight Dickinson;Pak Sham;Richard E. Straub;Daniel R. Weinberger;Karen F. Berman,2019-02-01,12,Brain,471-485,10.1093/brain/awy279,30535067.0,85060790821,2-s2.0-85060790821,Article,NIH,https://api.elsevier.com/content/abstract/scopus_id/85060790821,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85060790821&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85060790821&origin=inward
Dysregulated protocadherin-pathway activity as an intrinsic defect in induced pluripotent stem cell–derived cortical interneurons from subjects with schizophrenia,Berman,Haneul Noh;Bruce M. Cohen;Teagan Parsons;James M. Park;Peiyan Ni;Kelvin Zheng;Richard E. Straub;Sarah E. Cote;Christine Nguyen;Leonard M. Eisenberg;Takeshi Yagi;Teruyoshi Hirayama;Thomas A. Lanz;Dost Ongur;Elizabeth Noyes;Patric K. Stanton;Karen F. Berman;Changhong Yin;Hae Young Kim;Kevin C. Eggan;Roy H. Perlis;Donna L. McPhie;Weihua Huang;Alexander A. Moghadam;Sangmi Chung;Emi Fukuda;Sulagna Ghosh;Jun Hyeong Cho;Woong Bin Kim;Judith L. Rapoport;Joyce Zhao;Zhicheng Shao;Joshua J. Park;Joseph T. Coyle;Jose Apud;Daniel R. Weinberger;Hualin Simon Xi,2019-02-01,17,Nature Neuroscience,229-242,10.1038/s41593-018-0313-z,30664768.0,85060492176,2-s2.0-85060492176,Article,,https://api.elsevier.com/content/abstract/scopus_id/85060492176,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85060492176&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85060492176&origin=inward
"Ovarian hormones, genes, and the brain: the case of estradiol and the brain-derived neurotrophic factor (BDNF) gene",Berman,Shau Ming Wei;Karen F. Berman,2019-01-01,0,Neuropsychopharmacology,223-224,10.1038/s41386-018-0223-5,30287883.0,85056636437,2-s2.0-85056636437,Note,MJFF,https://api.elsevier.com/content/abstract/scopus_id/85056636437,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85056636437&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85056636437&origin=inward
"Bridging imaging, genetics, and diagnosis in a coupled low-dimensional framework",Berman,William Ulrich;Qiang Chen;Archana Venkataraman;Sayan Ghosal;Venkata S. Mattay;Aaron L. Goldman;Daniel R. Weinberger;Karen F. Berman,2019-01-01,0,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),647-655,10.1007/978-3-030-32251-9_71,,85075680805,2-s2.0-85075680805,Conference Paper,NIMH,https://api.elsevier.com/content/abstract/scopus_id/85075680805,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85075680805&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85075680805&origin=inward
Association of a Schizophrenia-Risk Nonsynonymous Variant with Putamen Volume in Adolescents: A Voxelwise and Genome-Wide Association Study,Berman,Robin M. Murray;Qiang Luo;Gabriel H. Robert;Fei Li;Wenjia Wang;Herta Flor;Tomáš Paus;Christine Macare;Frauke Nees;Joseph H. Callicott;Michael N. Smolka;Jean François Dartigues;Vincent Frouin;Erin Burke Quinlan;Qiang Chen;Christophe Tzourio;Arun L.W. Bokde;Gunter Schumann;Fabrice Crivello;Luise Poustka;Jing Cui;Eric Artiges;Henrik Walter;Ferath Kherif;Karen F. Berman;Bernd Ittermann;Dimitri Papadopoulos Orfanos;Tianye Jia;Penny Gowland;Robert Whelan;Venkata S. Mattay;Lena Palaniyappan;Jean Luc Martinot;Tobias Banaschewski;Christian Büchel;Hugh Garavan;Juliane H. Fröhner;Mickaël Guedj;Zdenka Pausova;Jianfeng Feng;Marie Laure Paillère-Martinot;Sylvane Desrivières;Andreas Heinz;Daniel R. Weinberger,2019-01-01,7,JAMA Psychiatry,,10.1001/jamapsychiatry.2018.4126,30649180.0,85060250936,2-s2.0-85060250936,,,https://api.elsevier.com/content/abstract/scopus_id/85060250936,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85060250936&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85060250936&origin=inward
Genetic model of MS severity predicts future accumulation of disability,Bielekova,Makoto Tanigawa;Dena Hernandez;Christopher Barbour;Bibiana Bielekova;Katherine Sun;Ann Marie Weideman;Kayla C. Jackson;Peter Kosa,2020-01-01,0,Annals of Human Genetics,1-10,10.1111/ahg.12342,31396954.0,85070717159,2-s2.0-85070717159,Article,HHS,https://api.elsevier.com/content/abstract/scopus_id/85070717159,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85070717159&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85070717159&origin=inward
Quantifications of CSF Apoptotic Bodies Do Not Provide Clinical Value in Multiple Sclerosis,Bielekova,John Park;Bibiana Bielekova;Peter R. Williamson;Ruturaj Masvekar;Jordan Mizrahi,2019-11-26,0,Frontiers in Neurology,,10.3389/fneur.2019.01241,,85076683499,2-s2.0-85076683499,Article,NIH,https://api.elsevier.com/content/abstract/scopus_id/85076683499,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85076683499&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85076683499&origin=inward
"Intrathecal, Not Systemic Inflammation Is Correlated With Multiple Sclerosis Severity, Especially in Progressive Multiple Sclerosis",Bielekova,Kayla Jackson;Christopher R. Barbour;Bibiana Bielekova;Joshua L. Milstein;Peter Kosa,2019-11-22,0,Frontiers in Neurology,,10.3389/fneur.2019.01232,,85076673218,2-s2.0-85076673218,Article,NIAID,https://api.elsevier.com/content/abstract/scopus_id/85076673218,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85076673218&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85076673218&origin=inward
CSF inflammatory biomarkers responsive to treatment in progressive multiple sclerosis capture residual inflammation associated with axonal damage,Bielekova,Rikke Ratzer;Lars Börnsen;Mika Komori;Finn Sellebjerg;Marina Rode von Essen;Jeppe Romme Christensen;Bibi Bielekova,2019-06-01,5,Multiple Sclerosis Journal,937-946,10.1177/1352458518774880,29775134.0,85047437818,2-s2.0-85047437818,Article,NINDS,https://api.elsevier.com/content/abstract/scopus_id/85047437818,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85047437818&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85047437818&origin=inward
Daclizumab therapy for multiple sclerosis,Bielekova,Bibiana Bielekova,2019-05-01,3,Cold Spring Harbor Perspectives in Medicine,,10.1101/cshperspect.a034470,29661806.0,85065520676,2-s2.0-85065520676,Article,NINDS,https://api.elsevier.com/content/abstract/scopus_id/85065520676,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85065520676&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85065520676&origin=inward
Body Mass Index in Multiple Sclerosis modulates ceramide-induced DNA methylation and disease course,Bielekova,Kamilah Castro;Maria Petracca;Emily Y. Chen;Dirk Trauner;Bibiana Bielekova;Michael A. Kiebish;Ilana Katz Sand;Achilles Ntranos;Mario Amatruda;Corey T. Watson;Matilde Inglese;Peter Kosa;Johannes Morstein;Patrizia Casaccia,2019-05-01,6,EBioMedicine,392-410,10.1016/j.ebiom.2019.03.087,30981648.0,85064274027,2-s2.0-85064274027,Article,NINDS,https://api.elsevier.com/content/abstract/scopus_id/85064274027,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85064274027&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85064274027&origin=inward
Pediatric CNS-isolated hemophagocytic lymphohistiocytosis,Bielekova,William A. Gahl;Alyssa L. Kennedy;Mark P. Gorman;Michelle A. Lee;Christine N. Duncan;Bibiana Bielekova;Leslie A. Benson;Lauren A. Henderson;Hojun Li;Sanda Alexandrescu;Ariane Soldatos;Isaac H. Solomon;Kimberly J. Davies;Amy P. Hsu;Robert P. Sundel;Jennifer Murphy;Steven M. Holland;Michael J. Rivkin;Barbara A. Degar;Leslie E. Lehmann,2019-05-01,5,Neurology: Neuroimmunology and NeuroInflammation,,10.1212/NXI.0000000000000560,,85065021977,2-s2.0-85065021977,Article,NHGRI,https://api.elsevier.com/content/abstract/scopus_id/85065021977,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85065021977&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85065021977&origin=inward
Central nervous system–restricted familial hemophagocytic lymphohistiocytosis responds to hematopoietic cell transplantation,Bielekova,Christine N. Duncan;Ariane Soldatos;Alyssa L. Kennedy;Jennifer Murphy;Bibiana Bielekova;Barbara A. Degar;Isaac H. Solomon;Leslie A. Benson;Mark P. Gorman;Lauren A. Henderson;Hojun Li;Kimberly J. Davies;Michelle A. Lee;Leslie E. Lehmann;Sanda Alexandrescu,2019-02-26,3,Blood Advances,503-507,10.1182/bloodadvances.2018027417,30760465.0,85061587048,2-s2.0-85061587048,Article,ASH,https://api.elsevier.com/content/abstract/scopus_id/85061587048,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85061587048&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85061587048&origin=inward
Cerebrospinal fluid biomarkers link toxic astrogliosis and microglial activation to multiple sclerosis severity,Bielekova,Christopher Barbour;Tianxia Wu;Bibiana Bielekova;Valentina Fossati;Ruturaj Masvekar;Peter Kosa,2019-02-01,2,Multiple Sclerosis and Related Disorders,34-43,10.1016/j.msard.2018.11.032,30553167.0,85058143144,2-s2.0-85058143144,Article,NIAID,https://api.elsevier.com/content/abstract/scopus_id/85058143144,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85058143144&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85058143144&origin=inward
"Alcohol Use Disorder, But Not Cannabis Use Disorder, Symptomatology in Adolescents Is Associated With Reduced Differential Responsiveness to Reward Versus Punishment Feedback During Instrumental Learning",Blair,Ru Zhang;Jennie Lukoff;Karina S. Blair;R. James R. Blair;Johannah Bashford-Largo;Kathleen I. Crum;Stuart F. White;Soonjo Hwang;Joseph Aloi;Francesca M. Filbey;Matthew Dobbertin;Erin Carollo,2020-06-01,0,Biological Psychiatry: Cognitive Neuroscience and Neuroimaging,610-618,10.1016/j.bpsc.2020.02.003,32299790.0,85083112575,2-s2.0-85083112575,Article,AACAP,https://api.elsevier.com/content/abstract/scopus_id/85083112575,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85083112575&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85083112575&origin=inward
